nClusters,dist,PCA,nTopics,silhouetteValue,Acc_FirtsPartyWinner,Acc_IssueArea
2,2.988166633578236,7,27,0.1293942995094154,0.48864668483197093,0.12503784438389343
3,2.786138819812231,7,27,0.1788391814517763,0.3418104753254617,0.1283681501665153
4,2.530513181358704,7,27,0.1453608545843914,0.25219497426581894,0.10051468362095065
5,2.475851377787499,7,27,0.1428024386253525,0.2512867090523766,0.21828640629730547
6,2.4679261039762155,7,27,0.13844745557327343,0.1719648804117469,0.17771722676354829
7,2.362374167189272,7,27,0.1915549890033091,0.1719648804117469,0.1734786557674841
8,2.0414055452568824,7,27,0.25026383390339996,0.09234029669996972,0.21011201937632457
9,2.025595124340136,7,27,0.2260469772939699,0.09234029669996972,0.2025431425976385
10,1.9277237070377673,7,27,0.2516011613664278,0.09234029669996972,0.19709355131698456
11,1.8356184387444536,7,27,0.23778760822014125,0.09234029669996972,0.18044202240387527
12,1.8291135460132266,7,27,0.22636590781431315,0.09234029669996972,0.17832273690584316
13,1.7860576971210798,7,27,0.21315855689043844,0.09234029669996972,0.16348773841961853
14,1.7578341459968352,7,27,0.1930300015979428,0.056009688162276715,0.16167120799273388
15,1.7027014945267638,7,27,0.1817132897405575,0.056009688162276715,0.09748713290947623
16,1.6860524745121848,7,27,0.17135114427182047,0.056009688162276715,0.09445958219800181
17,1.6538738129341974,7,27,0.1830721745909928,0.056009688162276715,0.0747805025734181
18,1.6519921008208456,7,27,0.18082709334627992,0.03875264910687254,0.05843172873145625
19,1.5754095322565544,7,27,0.18931004467756576,0.03875264910687254,0.05812897366030881
2,3.804347258511282,12,27,0.019594844565131896,0.5670602482591584,0.1023312140478353
3,3.5109266528609706,12,27,0.04662981920941715,0.3620950650923403,0.07538601271571299
4,3.361936262581751,12,27,0.06683554498443371,0.288525582803512,0.07084468664850137
5,3.302970998707976,12,27,0.11062027452900769,0.15077202543142598,0.07568876778686043
6,3.181946681985572,12,27,0.10145467253115054,0.15077202543142598,0.07145019679079624
7,3.15702044671613,12,27,0.10899529537820793,0.15077202543142598,0.0711474417196488
8,3.0392327370873162,12,27,0.13162439128843412,0.14986376021798364,0.07084468664850137
9,3.0136407740030564,12,27,0.11900298349789906,0.14986376021798364,0.07205570693309113
10,3.012226125138538,12,27,0.1465833957475673,0.1023312140478353,0.09082652134423251
11,2.86850369966422,12,27,0.14602170854767774,0.09809264305177112,0.08567968513472601
12,2.8452060123944305,12,27,0.15035343606705795,0.08689070541931578,0.0784135634271874
13,2.7926577671087545,12,27,0.16602379235328196,0.08658795034816834,0.07356948228882834
14,2.694755257781298,12,27,0.2073268244908514,0.08658795034816834,0.08598244020587345
15,2.6906599645602984,12,27,0.20950008768484812,0.08658795034816834,0.08598244020587345
16,2.612420068049344,12,27,0.20504936578699906,0.055404178019981834,0.08265213442325159
17,2.5614956965274507,12,27,0.18915896102256063,0.055404178019981834,0.08265213442325159
18,2.53015373950424,12,27,0.18314930434084498,0.055404178019981834,0.08113835906751438
19,2.528633726351995,12,27,0.18089446337493645,0.03451407811080836,0.08113835906751438
2,4.342818970973744,17,27,0.047289665018415646,0.5752346351801393,0.10505600968816228
3,4.1120643667093875,17,27,0.04758441258219891,0.5264910687254012,0.09052376627308507
4,3.950605740274068,17,27,0.06373739033370977,0.3390856796851347,0.09385407205570694
5,3.9246625924032528,17,27,0.07540498306228433,0.3390856796851347,0.14895549500454133
6,3.903510179232453,17,27,0.07324673530954308,0.3390856796851347,0.14047835301241296
