tree1,tree2,dist
656,875,0.0008775844579871177
1176,1306,0.0008780160236768024
3431,2888,0.0008780587769154566
606,2492,0.0008781271445794554
4024,3861,0.0008787745891461925
1040,1050,0.0008808149889125046
2023,2877,0.0008816814145915959
3499,3883,0.000881751335501238
62,3830,0.0008841933302779319
3420,3159,0.0008843934566329578
1453,2614,0.0008873733181519045
3787,3684,0.000889058251818186
98,1960,0.0008895530274405667
3039,3267,0.0008909851666461105
2709,2741,0.0008917217448602983
1752,2232,0.0008930806823445603
1248,3935,0.0008932400083215379
2395,2538,0.0008940362363243186
1,3351,0.0008947773221740863
3605,4143,0.0008976371400433239
3783,3876,0.0008988849616897512
1587,2696,0.0008990415794003774
3720,2810,0.0008991685625291991
3650,1417,0.0009000907085329347
3679,3690,0.0009003706379753836
765,2683,0.000902058306305774
784,1208,0.0009028209120265224
4100,2803,0.0009045633434136575
563,1074,0.0009048466508610881
3572,3248,0.0009054179965075453
946,1641,0.0009069013583791093
630,2148,0.000908118000377444
3403,2380,0.0009082060162981104
3614,3476,0.0009082646964022507
3764,3203,0.0009085962693536238
1982,3391,0.0009108730641419795
3637,3458,0.0009117665827509495
66,3620,0.0009121019479989452
825,2541,0.0009135941623079433
3696,4043,0.0009150640394321469
3443,589,0.0009166432689577189
3461,2609,0.0009170594805597496
1892,3059,0.0009193989949459521
3570,2599,0.000920144584958621
3972,3694,0.0009223662255385869
2552,3074,0.0009227969458547106
779,2856,0.00092471909345666
1873,2241,0.000925008917035619
3324,3537,0.000925306641202819
3831,2184,0.0009253750799989857
3583,1652,0.000925634213351411
3797,1974,0.0009281402605660453
1479,2846,0.0009296099698888546
1036,1147,0.0009317454457046306
3810,1985,0.0009320163603649002
3483,3644,0.0009324008948122676
2384,3036,0.0009328772583820401
1702,2382,0.0009352688735485074
4022,1815,0.0009356942955376264
1029,2727,0.0009388908983745392
3592,3789,0.0009401163082536253
3617,1327,0.0009419256294114289
1296,1310,0.0009420028781398672
366,1711,0.0009424163251152799
3815,2523,0.0009433398500426314
880,3597,0.0009451855199240702
1184,1643,0.000945662728537619
3807,1162,0.0009461778647871025
575,2391,0.0009475380071230916
138,3914,0.0009489946084651445
3628,4180,0.0009515663399463151
3930,3088,0.0009521126103911245
4092,414,0.0009527306762511156
3812,2164,0.0009575264625090556
248,800,0.0009589429300698058
3575,1368,0.0009628847514437395
3631,3963,0.0009641920291884268
3892,3176,0.0009643933448906638
2337,3019,0.000965551001970922
3615,3129,0.0009676671646665566
2299,2512,0.0009677495550766257
3921,3453,0.0009726937199289014
780,3240,0.0009727658724196717
3656,2628,0.0009730378808812511
369,1226,0.0009734421884788069
3939,3550,0.0009753479716685274
522,1324,0.0009808278235153966
236,4171,0.0009813168081537317
818,962,0.0009818139861319554
607,2770,0.0009846429610692892
665,1911,0.000984648566810603
3538,865,0.000984690480277951
4070,3566,0.0009850631772419152
3934,3759,0.0009851566021809276
3613,4185,0.0009859436196833727
521,1294,0.0009875790220758678
363,2279,0.0009876218854533853
4074,2499,0.0009876359543788214
2682,3234,0.0009883926973057733
3640,1333,0.0009895660064273143
1344,2169,0.0009914439747818228
3750,3940,0.0009929380695953352
3475,3800,0.00099313679682805
1134,1661,0.0009933634141552627
406,1352,0.0009961759451489506
895,1709,0.0009971301770032338
960,1429,0.0010012140536808656
3727,3543,0.0010029993154148757
3869,3737,0.0010030975534471367
4208,1128,0.0010042979794519374
3708,2261,0.0010067440420603087
3872,2445,0.0010069102963181694
3514,4025,0.0010069709080502932
3849,2277,0.0010073070538237153
3785,3775,0.0010085085564106172
1680,1816,0.0010130050514698084
2251,3199,0.0010153966870713738
3357,2105,0.0010170789850201152
1026,1489,0.001017969140931229
4129,3743,0.001018539971232359
3865,2992,0.0010195200182546698
683,3312,0.0010204512775707705
660,3311,0.0010222357988673852
274,1019,0.0010233088887757064
3906,1739,0.0010252276982500239
1823,2310,0.0010255883228605465
1113,1783,0.0010261630910192478
222,2839,0.0010267781528208383
3863,2843,0.0010274358109986642
3826,1446,0.0010306295646936373
4006,3725,0.0010363728417456964
39,2137,0.0010363820468260749
3822,3804,0.0010374323476136683
3659,4256,0.0010374953095414995
4044,3798,0.0010385721254339755
4055,2417,0.001039048601073964
3839,2250,0.0010398098762209856
3649,3653,0.0010408807490276967
313,1307,0.0010410792721625099
4144,1483,0.0010418021185519474
3409,3838,0.0010425712028486354
649,2042,0.0010426967268841528
525,2315,0.0010435265372670931
899,2199,0.0010439709174255227
3673,3522,0.0010457729524721744
3678,2260,0.001045785960058325
3728,4145,0.0010460696964875137
3713,838,0.0010468947949218085
3803,3895,0.0010529327589404378
2898,2962,0.0010530201947811842
4091,4198,0.0010533286564420015
3551,1575,0.0010547050077176438
3855,3756,0.001054988273992247
90,3902,0.0010565504296053971
2113,2356,0.0010578332896079286
4151,3968,0.0010584226101389305
4149,3524,0.0010612135719051214
3721,3995,0.0010633926173905127
4077,3702,0.0010643405923205854
3781,3465,0.001066655496584818
1033,2999,0.0010673625681695623
2330,2925,0.0010683793897074585
3445,2286,0.0010686618749252523
1024,3870,0.0010710655386391536
3763,3778,0.0010723729950978186
653,2909,0.0010767308551334481
3760,1897,0.0010770836700581907
1319,4098,0.0010799774613217267
3817,1397,0.001080360101355697
2112,2496,0.0010822852719618893
1890,2939,0.0010838950254650481
923,4166,0.0010853073884843955
299,1295,0.0010869893219492902
2938,3222,0.001087664999813158
431,3446,0.0010877443582287746
1874,2212,0.0010937677645461753
1970,3138,0.0010946071570798466
1181,2263,0.0010947563961502017
604,1331,0.001099418668671047
934,957,0.0011020116111839645
1685,1759,0.0011038069279586359
850,2388,0.0011039394447166992
3887,3612,0.0011041478879372877
3505,2052,0.0011044482481932481
3853,1486,0.0011044948272798186
4013,3026,0.0011047967243267287
2854,2944,0.0011050684215900552
3706,3301,0.0011074301879897865
582,1746,0.0011139691868912553
3449,3147,0.001116039333714472
4254,3819,0.001117233196715221
3980,1494,0.0011195629254948328
3991,1515,0.001120492906319992
3731,4005,0.0011205514868942064
3689,967,0.0011207540621250341
2814,2917,0.001121127640567477
1495,2375,0.0011220152269086348
63,108,0.0011223458977363283
3307,3953,0.00112397729248441
3825,3888,0.0011256586532832798
2069,2238,0.0011259867211064097
4119,3896,0.001127805434974781
3606,4014,0.0011286245358035352
1688,2665,0.0011293819715906608
4267,506,0.0011299482262671946
2131,3163,0.0011321091884751028
539,1129,0.0011352140783811165
3769,3823,0.0011356461100596668
3699,3947,0.0011374506601673114
2355,3023,0.0011383085413051268
1314,2393,0.0011408417249869664
4413,3601,0.0011410928004104773
4108,1912,0.001145218593761467
3850,3816,0.0011475423830807144
169,576,0.0011498719127549066
1166,2965,0.0011541885231150656
2029,3252,0.0011547742672971088
938,3878,0.0011592069599152648
3434,3451,0.0011601459104270267
1308,2878,0.001160175573494347
1687,3047,0.0011603345819065306
2435,2847,0.0011638063345657326
3937,446,0.0011652545081930754
3837,1926,0.0011654282398013208
3304,3189,0.0011663846841069164
1907,2829,0.0011691985270481878
4217,871,0.0011696589808912333
486,1448,0.0011704295325815142
1612,2542,0.0011709905548359795
4224,3808,0.0011746814373582663
4182,3540,0.0011769722632290341
122,2447,0.0011785556233526
429,836,0.0011805852105466544
3793,3626,0.0011817878822730074
2601,2602,0.0011819574903205125
1052,2421,0.0011822040109871514
4142,2326,0.001183075499102633
916,2392,0.0011928056325285208
4049,2405,0.001197901945666614
3824,3941,0.00120065029880035
1139,2473,0.001201602683647645
4174,3889,0.0012020218559184621
392,682,0.0012054275676125284
3533,2863,0.001206009894248239
4155,3218,0.001207150919055329
3833,2284,0.0012072505054781142
460,1945,0.0012092739108862244
4242,870,0.0012105458138947332
4213,1277,0.0012106809695413487
244,3820,0.0012109072940677734
478,3423,0.0012121099533913687
3758,4165,0.0012132660799193118
91,1155,0.0012136315680463979
4426,3073,0.0012250226467711376
513,1879,0.0012257837706043107
4161,3813,0.0012270515884603983
1607,3574,0.0012312199269736961
3504,4039,0.0012349362933199099
3959,4041,0.001238790162236273
1986,3114,0.0012394794056543174
4097,3730,0.0012410429081007885
874,1219,0.00124441722788185
343,2622,0.0012463333486418607
1078,2268,0.0012468516605210062
1410,2544,0.0012489367082824734
3535,3871,0.0012510012126018787
3919,3700,0.001251327178518809
518,2192,0.0012523913337274123
3379,4096,0.0012543494843493229
4313,3767,0.001256548049695317
241,2883,0.0012571516121788404
3979,3894,0.0012582622075931992
4072,1958,0.0012583742836385792
3670,2867,0.001258388710042158
2502,2619,0.0012593138023666243
3705,2882,0.0012598630558761075
1092,1402,0.0012615879422205557
710,1215,0.0012635459867659966
3885,1203,0.0012641885012019197
144,2175,0.0012656470802520636
3964,3773,0.0012656592820744078
4452,975,0.0012658463468887063
1178,1745,0.0012661083668523213
4113,3335,0.001267829843954323
4353,318,0.0012708572057157017
70,1523,0.0012708950216705484
2891,3065,0.001273558922405417
428,3397,0.0012756148223542103
115,2078,0.0012757370321778566
1498,2631,0.0012781543171679968
4311,4128,0.0012788423049422022
3986,2253,0.0012811703259039894
4107,3875,0.0012842447426933655
646,1756,0.0012845279915123164
4228,3557,0.0012854713061484536
4067,2219,0.0012892124588798626
2249,3156,0.0012918217278519578
1648,2781,0.001293975277198725
3473,2519,0.0012952795013270735
4071,3285,0.0012966428836786274
884,2402,0.001296708358970269
613,3079,0.001299316813392978
3776,3716,0.0013001828107462206
7,1565,0.0013023667855935825
3719,3858,0.001303683364026701
4358,3398,0.0013042473188709935
3594,3591,0.0013052827814445944
4010,3608,0.0013058555466329662
3407,3547,0.0013081371877882927
3999,4135,0.0013121106759578782
4008,3173,0.001313997459911339
1010,3780,0.001316296660595951
605,2046,0.0013168205274311576
4318,3389,0.001324451011214426
570,2661,0.001325242223254964
4281,3625,0.0013263266047424949
275,2673,0.0013338559377480408
1999,2717,0.0013341613594149704
1585,4050,0.0013342592356410977
3525,4094,0.0013347073939607244
3782,3545,0.0013361022100509441
4062,4237,0.00133638704339736
1413,1471,0.0013396321368325474
4397,3927,0.0013404813700562592
3735,4073,0.0013419551530707667
3752,4393,0.0013446167141488146
2188,4262,0.0013463642454780746
1916,2352,0.00134857745200552
3988,4015,0.0013487519315104057
4244,1187,0.001351241921783394
2430,3113,0.0013530786188312126
1193,2809,0.0013533097022442112
3877,3494,0.0013552270966054915
132,579,0.001357625517203618
3749,4230,0.0013577810096236983
4147,688,0.0013596443068790206
17,1726,0.0013601260958676711
574,2773,0.0013629548309712532
4225,3297,0.0013667182358158662
4279,3962,0.00136880158851262
3654,4051,0.001370355583794211
4239,3873,0.0013707611401023792
3846,3970,0.0013722453323816199
183,4154,0.0013730909031406946
256,2124,0.0013750043578992961
827,2081,0.0013757646188150875
2289,3148,0.0013777018625129
4325,4002,0.0013784637004080544
328,3842,0.0013804091856492156
3600,2676,0.0013814036665228818
791,2606,0.0013836475942568607
4179,2740,0.001386215095851323
1793,1955,0.0013874460476805336
712,1291,0.0013878288504728248
3998,4138,0.0013885497559697445
4297,3582,0.0013905805776612658
4058,3886,0.0013916347971812716
4276,3973,0.0013947322905879314
3590,1124,0.0013958241178896012
3987,4212,0.0013960278423263972
3951,4474,0.001396083416408591
3552,4407,0.0013973133441224639
3827,3541,0.0014007982726509521
4048,4368,0.0014044593809617468
3952,1529,0.001404555851118313
3985,1373,0.0014046320255153115
4101,3657,0.0014064776062053495
3703,3982,0.0014074118437838413
4078,4140,0.001407669545260913
707,2320,0.0014101377982810442
4288,3942,0.0014109453588506005
2034,2221,0.0014136374180003658
87,4187,0.0014176978225610877
822,2806,0.0014190797724334958
3740,3981,0.0014192222987964957
1853,3075,0.0014234735418625771
3738,4052,0.0014244224067745392
611,2766,0.0014262649756485862
3913,3936,0.001428644527128044
3668,2525,0.0014295325152745269
4125,3273,0.0014335558935533801
4195,3662,0.0014353231824079434
4199,3723,0.0014365069854064133
4017,4289,0.0014367323354769982
3687,3006,0.001437992795069844
4201,3854,0.001442548263899921
383,2961,0.0014445567491591163
409,584,0.0014487768215370699
4019,2413,0.001454212700236747
781,3381,0.0014543178344752633
3828,1326,0.0014543347166185126
3772,4085,0.0014572218484912233
55,1649,0.0014575123774764713
3688,2161,0.0014676385601216368
92,170,0.001468791126905969
941,3060,0.001469217745386546
650,2258,0.0014746468099220353
684,1061,0.0014754031331909966
4121,4370,0.0014767731100951958
4238,3020,0.001479269583697776
3054,3061,0.0014805444708941365
4323,3989,0.0014810844512625244
4040,1235,0.0014811918477729419
24,1138,0.0014814188207130478
4499,2654,0.0014817230363404245
348,2840,0.0014849685830158298
85,3086,0.0014853660160776203
4245,4164,0.0014859166590371013
3762,4317,0.0014864530993288147
3961,3482,0.0014867397878470037
567,3185,0.001489493260380538
3567,2340,0.0014895255847727426
3922,4057,0.0014946091166532123
3879,4170,0.0014959237746055608
4035,1693,0.0014976108908674552
4148,3633,0.0014982506320230706
573,3917,0.0014984268273504978
4424,3899,0.001498622142062164
3724,1650,0.0015003900844575355
6,3729,0.0015014696626802879
680,2913,0.001502237354723171
4193,3905,0.0015024964425402257
471,2590,0.0015027157914740538
1083,2176,0.0015037758587109033
266,4042,0.0015043840290654663
1535,3701,0.0015075119327007044
1127,1425,0.0015107218078873191
3862,4341,0.0015111929112457921
3932,4268,0.001511906718781826
3910,3809,0.0015150556495526213
4117,526,0.0015177417509567512
689,2458,0.001518939347779174
3641,3897,0.0015190545469817227
259,4331,0.001521087791510757
4512,4063,0.0015215070315300772
4429,2314,0.0015236839827823118
119,4433,0.0015264647600816191
4210,3900,0.0015277093568882572
1754,2209,0.0015290317189874236
2605,2914,0.0015291020271985256
1844,3183,0.001530065872590955
3997,3954,0.0015342350199225984
4378,2138,0.001534330976981739
2485,2678,0.001536721730416182
1534,1582,0.001537276120894368
3956,742,0.001538432291393629
1188,1454,0.0015395354488680069
1845,2325,0.0015413070819046831
4016,759,0.0015428894917421648
1183,2695,0.0015436364844148218
1724,2443,0.0015439143555029816
3946,4395,0.001545676490753562
1450,1627,0.0015461720897745786
4295,1885,0.0015538348374333488
3993,2136,0.0015559112231864356
1364,3027,0.0015586782047304001
58,2440,0.0015600749329495699
3841,3891,0.0015618431260241723
1013,3166,0.001566701704812743
284,4197,0.0015667455713465183
3623,4191,0.0015720012724902387
4168,4027,0.0015751325367849081
4308,3848,0.0015755301227004768
3470,2256,0.0015772148688606314
3426,2585,0.0015862679450356805
49,52,0.0015888324033017792
477,1835,0.0015903101537241907
1536,2133,0.001590934368202502
4430,4306,0.001591509577167069
4388,4136,0.0015922478606739954
4346,4418,0.0016010586224894131
505,3213,0.0016012265661735844
3845,4192,0.0016026152235612927
240,3044,0.0016060814361477452
1464,2259,0.001607011305333965
4037,4031,0.0016086091116883187
898,1456,0.0016127911957321585
828,3950,0.0016134966994123673
4320,4173,0.001618383398709091
245,3038,0.0016184258873458285
1808,2195,0.0016259935299155759
1440,3110,0.0016266634642451462
4304,3207,0.0016286382680981287
4339,4226,0.0016292743230342417
237,529,0.0016307508662231308
4203,4200,0.001630897482706714
263,4294,0.0016310012468947373
3692,3648,0.0016313372518593945
4338,4233,0.0016316856585829754
4570,1984,0.0016360388166053313
4123,3918,0.00163740612061972
4045,4221,0.0016381606843818564
3931,4463,0.0016386766349257035
4307,4367,0.001645706753153179
4428,3472,0.0016458589248026251
4087,3711,0.0016470059340174502
1201,3840,0.0016498963542219275
1947,3194,0.0016499382715956835
3794,4081,0.0016513349218225323
3753,3915,0.0016547130071535993
4046,4134,0.0016577245185333926
3739,3726,0.0016583462299947747
492,961,0.0016584298288792407
2448,2724,0.0016600222397453353
3376,2433,0.001662302404253216
4539,1191,0.001666983465129921
2685,2818,0.0016699574946022096
510,2710,0.0016707231565016214
4065,4076,0.001671177724270943
751,1370,0.0016713248049151364
3925,3289,0.0016752282715484373
882,3120,0.0016764128797577688
4434,3128,0.0016770314818059205
4330,2651,0.0016782744464568355
4218,359,0.001678300842676379
527,3282,0.0016795297548089835
4018,4157,0.0016842175446385999
3744,4248,0.0016855654862388738
3929,1460,0.0016886407052726163
4291,3847,0.0016895197023517735
1684,1814,0.0016896142994222776
162,731,0.0016909236511920417
1962,3069,0.0016922234824352095
394,1645,0.0016931657255572358
4089,1597,0.0016945689877438178
1937,3029,0.0016948320682153677
1212,2495,0.0016978425373953502
4056,1081,0.0017024816895610292
4348,3971,0.001709653262281766
4531,4122,0.0017122141441769136
4372,398,0.0017145951746390248
1342,2560,0.0017161076277803534
1824,2956,0.0017188636662805665
1376,2220,0.0017216947535115476
36,2296,0.0017222515978819342
4526,4369,0.0017275845845976263
4343,3867,0.0017300316878169388
250,1959,0.0017406575727701504
786,2185,0.0017437500060549695
4435,3647,0.0017478072524089961
4190,4478,0.0017490419981031294
744,4029,0.00175572071618001
307,1771,0.0017573898936178987
3741,2629,0.0017580947724416904
523,1264,0.0017588306743123797
1230,2014,0.001759331443498647
2830,2979,0.0017637376606140023
403,4552,0.0017642418993653597
666,2208,0.0017645829539293294
950,2121,0.0017657323287753601
4141,3976,0.0017667100869523736
4159,4188,0.0017674014547537052
2013,3589,0.0017693903489071697
4299,3933,0.0017698518192513588
399,550,0.0017703421256728483
3909,4404,0.0017708063866136332
3965,4204,0.0017713422109989357
4549,3928,0.0017734057624163649
970,1503,0.0017770396247601059
514,924,0.0017779544324090513
4111,4298,0.0017795609618275095
4344,2901,0.0017862542352249083
1243,4427,0.0017882933202937878
4620,2248,0.0017883842073876978
4202,2550,0.001790063539203919
3755,4623,0.0017906816987584354
4000,4153,0.0017926568790309584
4205,4099,0.0017994014212857987
1903,3768,0.0018009385637858324
469,3232,0.0018017781094062796
1887,2163,0.0018043971711297069
2073,2215,0.001807650607641681
3698,4114,0.00181018619506849
4701,4376,0.0018115526354860675
4504,2730,0.0018131905014704963
3990,198,0.001813863212507534
4305,2848,0.0018147434045810637
4300,4088,0.0018151968541316723
4387,4266,0.001815277014666052
4131,3686,0.001815840671220384
3643,4060,0.0018162658422422664
1149,3795,0.0018236908848557384
3630,4477,0.0018238029143046834
77,842,0.0018242897524899243
3536,4116,0.0018279012338605852
4554,4282,0.0018285793957545215
4419,2410,0.0018329975277960354
3677,4082,0.0018366267803712338
4454,3960,0.001839213038021783
2916,3011,0.0018408532260335841
4356,4479,0.0018415293719357744
417,2576,0.00184283986556346
23,691,0.0018429676205700546
4001,4644,0.001845999860895689
67,4075,0.001846787140748575
3992,3161,0.0018530750779604394
1520,3197,0.001854827301049895
931,1755,0.0018560128871852096
4681,3859,0.0018560394691875017
4584,3975,0.001862288119587243
400,1349,0.0018690860990385957
423,2254,0.001869583770626626
4163,2734,0.0018703239056546347
4241,4177,0.0018769287903969596
979,2500,0.001879103557903758
4436,3814,0.0018797150896249643
3733,3924,0.0018810519582472558
278,4211,0.0018836046414953452
3771,3518,0.0018874104545015015
1053,2868,0.0018899722974400953
73,4103,0.0018926575523964123
833,3300,0.0018963905706066153
3327,1880,0.0018969886460751817
4222,1682,0.0018974668772383761
214,4345,0.0018986259147874898
467,1119,0.0019073340787973386
1305,3944,0.0019143494750825394
1729,2051,0.0019185414651593097
726,805,0.0019199633373091114
4287,4167,0.0019213695603183204
824,4176,0.0019231349499041067
933,2172,0.0019233750835095376
4574,4032,0.0019234312839152886
479,959,0.0019261208426244701
692,745,0.0019269390773780613
4363,4132,0.0019352236868160422
3856,3911,0.0019358547663781735
4314,4252,0.0019381327932863797
4772,4105,0.0019397128601552028
2066,2456,0.0019422541166447772
4240,4510,0.0019423901726862355
4362,4139,0.0019475666982441
156,894,0.001948594201334971
4162,2200,0.0019488310383995577
4146,4084,0.001949239075347534
4521,4255,0.001950816043296364
597,2728,0.001954996541731817
4530,3412,0.0019578230274954495
408,2903,0.001963075416954875
430,2796,0.001963918677777156
306,2505,0.001965448227256042
325,4286,0.0019658424256936754
281,4272,0.0019674216900124383
988,3257,0.001969539291414371
4706,4283,0.0019735931015159216
4009,3866,0.00197401380902186
497,3903,0.0019747611473454607
1921,2750,0.0019758826657668175
4449,2478,0.001977105651256479
4519,4083,0.0019775346428461916
3884,1938,0.0019777663982942506
1087,3270,0.0019782131109251644
583,909,0.001980566374862505
641,953,0.001980690342281252
2104,2783,0.001985187535014553
704,3736,0.001985758264283547
4727,4253,0.0019882952987045482
4243,4150,0.001991034634715224
587,4003,0.0019932343418640596
4458,1548,0.0019962938520443237
4315,4133,0.0019963655103128336
336,4608,0.001996939461145422
4635,4104,0.001998400631719171
4275,4621,0.002000516708830372
2155,2636,0.002002366227574595
3790,4432,0.0020066193158158677
4548,4033,0.002010247876309691
121,4209,0.0020111482131192644
68,4586,0.00201553154859474
4232,2915,0.0020189190643739863
4486,4350,0.002020071262282562
286,3134,0.0020210289667919393
4278,4628,0.002022225214368451
809,3137,0.0020279716531198325
4352,4054,0.0020445159220571947
349,2777,0.0020463736981797855
4475,4324,0.002047114207863115
4249,3806,0.002048897464221537
4692,3152,0.002053241507781467
3957,4137,0.002060733053202729
4669,3676,0.002071189919973829
774,2996,0.0020734499111938753
4390,3206,0.0020743146812674668
4265,2586,0.0020830132471539933
4290,4645,0.0020848950380878
4261,4066,0.002085840234970891
3766,4020,0.0020864497136196657
4417,4868,0.002091647338526483
4215,3955,0.0020919320545366212
370,4484,0.0020928074184143677
4476,603,0.002098954512038273
717,1935,0.0021002153291468442
4595,4251,0.0021029765432512837
1224,4184,0.0021068088085107505
238,1837,0.0021197388347146337
4316,2016,0.0021232961820013396
3996,2844,0.002124463773917531
4590,3920,0.002125006174593245
4115,1436,0.0021251405435811846
441,2694,0.0021262755713972424
4444,4336,0.002126711220857799
1110,2228,0.0021360836406078623
464,2591,0.002137306620924047
461,837,0.0021383796382496364
4194,4439,0.0021384548537390436
212,1936,0.002141419664424212
1447,2235,0.0021445643048121736
4668,4364,0.002149273654200208
4321,2049,0.002149429865593043
3857,4532,0.002156227096321156
16,4400,0.002157407893893789
2641,2648,0.002162913584723914
2369,2451,0.002165757650594794
4654,1732,0.0021668694371591943
635,3266,0.002166979826364296
1555,2780,0.0021713940209554666
3984,2943,0.0021734007189019664
4892,4563,0.00217746000022467
4707,4223,0.00217858025075951
4303,4361,0.00217951356133618
2595,3132,0.0021812316920586192
4061,2128,0.00218183991906918
4546,4118,0.002192559987174641
4457,3983,0.0021941598064369426
4659,2954,0.0021981211023433794
4611,4274,0.0022019538644764206
4359,3786,0.0022038681049477045
4498,4759,0.0022067402532721
4582,4825,0.00220708416309506
872,4034,0.0022095370763279745
4130,1950,0.0022110208369218107
4351,3779,0.0022115799714901505
4250,4725,0.002212405867429268
4505,2202,0.002215892904153551
4791,502,0.0022186445012296607
3751,4383,0.0022282921771158253
2331,2649,0.0022321882984657967
756,3250,0.0022348193508192615
4326,2575,0.002235508293055242
1170,2646,0.0022377159416634394
551,3033,0.0022397656983872746
4537,2795,0.0022408097234089958
4160,1229,0.002241126443992301
4450,3685,0.002244233186442332
4751,3193,0.002244248439890236
4186,2287,0.0022548440782297445
3904,1172,0.0022564650929091075
4738,3184,0.0022610923783573933
224,615,0.0022633317605145475
4469,1735,0.0022643597473018112
4069,4386,0.0022704655870659715
375,1591,0.0022710706454796004
1020,2775,0.0022766202200681027
1698,4422,0.0022827457034502417
3958,3978,0.002285738099346884
4391,4257,0.0022890882380239494
1130,2620,0.0022894875749108062
139,1961,0.002301285629319527
1714,3221,0.0023032564429891576
4080,4634,0.0023045945661331405
60,161,0.0023063420212454666
2684,2885,0.002307107931875326
1833,4492,0.0023112712925543993
4593,2394,0.0023131358595831746
4511,4472,0.0023145366737043985
4843,4508,0.0023218082228671083
578,4340,0.0023295340263468235
4234,1655,0.002331349885880114
51,636,0.002340599249997633
361,1439,0.002342189025418849
912,1796,0.0023426990234290263
1638,1872,0.002347685127393715
4235,2637,0.0023488742409166243
297,4545,0.0023502331264594195
2021,2645,0.002353354186032713
1942,2114,0.0023542138496538316
146,638,0.0023581176868434145
4461,4497,0.002364056050716712
4598,3675,0.002367364336493514
4553,4090,0.0023700542328955153
1213,2748,0.0023700619119568327
4438,3801,0.0023726513909598235
4451,4059,0.0023731006758692256
4480,2677,0.0023737881220682357
4028,4624,0.0023790161861575038
4540,4525,0.002383348540816293
4335,4657,0.002384303963089536
2040,2074,0.002386685786940473
4698,4196,0.002387289127081844
3305,4373,0.0023900187024490996
4396,4560,0.0023900438154002956
4491,2723,0.002393093768758299
4183,4441,0.002394192433179093
3796,3068,0.0023944183098940815
4607,1765,0.0023952467305629194
4793,4447,0.0023959634391859178
4562,4270,0.0023967051301841714
4403,4420,0.002397416334709631
3974,4219,0.0024002236018430823
4487,1449,0.0024056346596834574
305,2300,0.00241174229532453
782,3056,0.002427289140353766
57,257,0.0024279016570224188
4851,4663,0.0024354274027325058
1485,1761,0.0024439509041464707
3843,3908,0.0024456966001096016
4038,3062,0.0024554602087639085
4156,4566,0.002456150982960141
21,2899,0.0024589055429707443
4408,4840,0.0024658785919965103
4455,4651,0.002467243783847901
1006,1758,0.002469070740434825
4365,4594,0.0024702902328440426
1948,4360,0.0024813403191112195
4347,4459,0.002482257806464036
34,3967,0.002484710869257084
728,1491,0.0024898336796229242
1500,3018,0.0024972533712281485
4398,4127,0.0024994843013674602
1813,1983,0.002500694956840771
4588,4513,0.002519520586847568
242,484,0.0025230040559178005
4468,347,0.0025279331062496857
4106,4409,0.0025303813217354212
475,1635,0.00253119214393116
1825,2572,0.0025381372131446714
427,2577,0.0025381886519691838
4720,1393,0.0025464608429673803
1045,1123,0.002546521039525511
4872,4423,0.002551284943935816
4152,1542,0.0025568172577996352
4695,4263,0.0025626901826757836
4788,4464,0.0025632671789239843
533,2690,0.0025722559435271347
4296,2262,0.0025738894183327046
2107,2471,0.002574314288475873
346,2357,0.0025745536618359613
4516,581,0.002578086889018758
4285,4568,0.0025915604989157418
4214,4761,0.0025935139565921375
4579,4406,0.0025981429946570645
197,4328,0.002598425052099937
4410,4524,0.0026012389155143784
4269,4030,0.002602863718538715
4485,4885,0.002604653841659199
287,1623,0.002618104013927775
468,1206,0.0026191779747030547
4811,4466,0.002620925605663814
4781,4440,0.002622960940935339
4771,4068,0.0026258293257729118
4627,4322,0.002626480512303773
4380,4102,0.0026296167536761193
4247,2736,0.002631337335176693
992,3835,0.0026352091388979204
2281,2887,0.00263522028928502
4109,4264,0.0026390351333185624
4767,4319,0.0026485208113982382
4891,4792,0.002651776805043079
4489,4614,0.002653267360376044
4120,4616,0.002654877988161823
172,4629,0.0026593320277172715
832,4379,0.0026668798791791726
599,2578,0.0026674546587234643
1096,3196,0.002670940044869336
4648,4277,0.0026764258540100463
4445,4547,0.002678272626579919
2639,2692,0.0026854337480247854
720,4220,0.0026915392689631943
1481,4686,0.002692357245404488
4515,4544,0.002693683590392095
4740,580,0.0026981144232383226
4741,4124,0.0026991456152929832
232,2062,0.0026991706317426693
4638,4919,0.0027030610904107445
4770,2884,0.0027042110166584157
4482,4355,0.0027182505724607725
4538,4309,0.0027245217951155608
1905,2370,0.0027248452696848405
4805,4572,0.0027293836300855048
4500,4894,0.002732122175589085
2975,3072,0.0027347417449389635
3923,2514,0.0027352356731817525
421,1855,0.0027374931180364805
4481,4640,0.0027380168334656396
1055,1979,0.002738154763584799
4178,3202,0.002742287601411368
134,3223,0.002747302069152342
2760,2774,0.0027473100913896105
552,1194,0.002747852388873817
204,1838,0.002752382444010708
4774,2838,0.002758655363000337
3851,3292,0.0027634315041431146
4573,4377,0.0027685126041089823
390,1620,0.0027698998594257694
3747,4649,0.002774858895842199
1662,4284,0.0027824407617776103
4704,4310,0.0027940735268012183
4181,4271,0.00279698501024072
4555,4488,0.0028018302112875516
4571,4676,0.0028059407647787332
4697,4415,0.0028095942758974563
4845,2245,0.002814954370977639
1468,3118,0.0028158213263389945
4569,4831,0.0028166545776789724
133,208,0.0028224426669843233
3868,4680,0.002825436577012834
